7198,DPS RESOURCES BERHAD
1619,DRB-HICOM BERHAD
7233,DUFU TECHNOLOGY CORP. BERHAD
7148,DUOPHARMA BIOTECH BERHAD
3948,DUTALAND BERHAD
3026,DUTCH LADY MILK INDUSTRIES BERHAD
5318,DXN HOLDINGS BHD.
5259,E.A.TECHNIQUE (M) BERHAD
3417,EASTERN & ORIENTAL BERHAD
2143,ECM LIBRA FINANCIAL GROUP BERHAD
8206,ECO WORLD DEVELOPMENT GROUP BERHAD
5283,ECO WORLD INTERNATIONAL BERHAD
59,ECOBUILT HOLDINGS BERHAD
3557,ECOFIRST CONSOLIDATED BHD
239,ECOMATE HOLDINGS BERHAD
5253,ECONPILE HOLDINGS BERHAD
5036,EDARAN BERHAD
7471,EDEN INC. BERHAD
64,EFFICIENT E-SOLUTIONS BERHAD
8907,EG INDUSTRIES BERHAD
5208,EITA RESOURCES BERHAD
8877,EKOVEST BERHAD
9016,EKSONS CORPORATION BERHAD
5228,ELK-DESA RESOURCES BERHAD
90,ELSOFT RESEARCH BERHAD
9091,EMICO HOLDINGS BERHAD
6076,ENCORP BERHAD
7149,ENG KAH CORPORATION BERHAD
5056,ENGTEX GROUP BERHAD
8613,ENRA GROUP BERHAD
7217,EONMETALL GROUP BERHAD
7773,EP MANUFACTURING BHD
4847,KONSORTIUM TRANSNASIONAL BERHAD
5081,ESTHETICS INTERNATIONAL GROUP BERHAD
6815,EUPE CORPORATION BERHAD
7208,EURO HOLDINGS BERHAD
7094,EUROSPAN HOLDINGS BERHAD
5101,EVERGREEN FIBREBOARD BERHAD
5205,EVERSENDAI CORPORATION BERHAD
7249,EWEIN BERHAD
65,EXCEL FORCE MSC BERHAD
2984,FACB INDUSTRIES INCORPORATED BERHAD
7047,FAJARBARU BUILDER GROUP BHD
5029,FAR EAST HOLDINGS BERHAD
6041,FARLIM GROUP (MALAYSIA) BHD
5306,FARM FRESH BERHAD
7229,FAVELLE FAVCO BERHAD
2755,FCW HOLDINGS BERHAD
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD
5222,FGV HOLDINGS BERHAD
6939,FIAMMA HOLDINGS BERHAD
149,FIBON BERHAD
3107,FIMA CORPORATION BERHAD
9318,FITTERS DIVERSIFIED BERHAD
7210,FM GLOBAL LOGISTICS HOLDINGS BERHAD
5197,FOCUS LUMBER BERHAD
157,FOCUS POINT HOLDINGS BERHAD
9172,FORMOSA PROSONIC INDUSTRIES BERHAD
5277,FOUNDPAC GROUP BERHAD
3689,FRASER & NEAVE HOLDINGS BHD
128,FRONTKEN CORPORATION BERHAD
9377,FSBM HOLDINGS BERHAD
7676,GUNUNG CAPITAL BERHAD
7184,G3 GLOBAL BERHAD
5226,GABUNGAN AQRS BERHAD
9261,GADANG HOLDINGS BHD
5398,GAMUDA BERHAD
5209,GAS MALAYSIA BERHAD
198,GDB HOLDINGS BERHAD
78,GD EXPRESS CARRIER BERHAD
7197,GE-SHEN CORPORATION BERHAD
3182,GENTING BERHAD
4715,GENTING MALAYSIA BERHAD
2291,GENTING PLANTATIONS BERHAD
3204,GEORGE KENT (MALAYSIA) BERHAD
21,GHL SYSTEMS BERHAD
7192,GOODWAY INTEGRATED INDUSTRIES BERHAD
1147,GLOBAL ORIENTAL BERHAD
5220,GLOBALTEC FORMATION BERHAD
7022,GLOBETRONICS TECHNOLOGY BERHAD
5020,GLOMAC BERHAD
7382,GOLDEN LAND BERHAD
5649,GOLDEN PHAROS BERHAD
2135,GOPENG BERHAD
5592,GRAND CENTRAL ENTERPRISES BHD
208,GREATECH TECHNOLOGY BERHAD
82,GREEN PACKET BERHAD
136,GREENYIELD BERHAD
9962,GROMUTUAL BERHAD
5102,GUAN CHONG BERHAD
3247,GUH HOLDINGS BERHAD
1503,GUOCOLAND (MALAYSIA) BERHAD
7253,HANDAL ENERGY BERHAD
3034,HAP SENG CONSOLIDATED BERHAD
5138,HAP SENG PLANTATIONS HOLDINGS BERHAD
2062,HARBOUR-LINK GROUP BERHAD
7501,HARN LEN CORPORATION BHD
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD
5168,HARTALEGA HOLDINGS BERHAD
5187,HB GLOBAL LIMITED
7105,HCK CAPITAL GROUP BERHAD
3255,HEINEKEN MALAYSIA BERHAD
5028,HEITECH PADU BERHAD
5121,HEKTAR REAL ESTATE INVESTMENT TRUST
4324,HENGYUAN REFINING COMPANY BERHAD
5095,HEVEABOARD BERHAD
5151,HEXTAR GLOBAL BERHAD
7803,RUBBEREX CORPORATION (M) BERHAD
5136,COMPLETE LOGISTIC SERVICES BERHAD
3298,HEXZA CORPORATION BERHAD
5072,HIAP TECK VENTURE BERHAD
5199,HIBISCUS PETROLEUM BERHAD
8443,HIL INDUSTRIES BERHAD
5169,HO HUP CONSTRUCTION COMPANY BHD
9601,HO WAH GENTING BERHAD
5160,HOMERITZ CORPORATION BERHAD
5819,HONG LEONG BANK BERHAD
5274,HONG LEONG CAPITAL BERHAD
1082,HONG LEONG FINANCIAL GROUP BERHAD
3301,HONG LEONG INDUSTRIES BERHAD
41,HONG SENG CONSOLIDATED BERHAD
5291,HPMT HOLDINGS BERHAD
185,HSS ENGINEERS BERHAD
5062,HUA YANG BERHAD
7013,HUBLINE BERHAD
5000,HUME CEMENT INDUSTRIES BERHAD
5024,HUP SENG INDUSTRIES BERHAD
8478,HWA TAI INDUSTRIES BERHAD
4251,I-BERHAD
5084,IBRACO BERHAD
5108,ICAPITAL.BIZ BERHAD
5255,ICON OFFSHORE BERHAD
9113,ICONIC WORLDWIDE BERHAD
9687,IDEAL CAPITAL BERHAD
5606,IGB BERHAD
5299,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST
5227,IGB REAL ESTATE INVESTMENT TRUST
5225,IHH HEALTHCARE BERHAD
3336,IJM CORPORATION BERHAD
5614,INTEGRATED LOGISTICS BHD
7222,IMASPRO CORPORATION BERHAD
7243,IMPIANA HOTELS BERHAD
166,INARI AMERTRON BERHAD
2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO
9393,INDUSTRONICS BERHAD
7240,INFRAHARTA HOLDINGS BERHAD
5178,INGENIEUR GUDANG BERHAD
5295,INNATURE BERHAD
6262,INNOPRISE PLANTATIONS BERHAD
3379,INSAS BERHAD
192,INTA BINA GROUP BERHAD
1961,IOI CORPORATION BERHAD
5249,IOI PROPERTIES GROUP BERHAD
5107,IQ GROUP HOLDINGS BERHAD
7183,IRE-TEX CORPORATION BERHAD
8834,IREKA CORPORATION BERHAD
1589,ISKANDAR WATERFRONT CITY BERHAD
5309,ITMAX SYSTEM BERHAD
5175,IVORY PROPERTIES GROUP BERHAD
7043,JADE MARVEL GROUP BERHAD
7223,JADI IMAGING HOLDINGS BERHAD
4723,JAKS RESOURCES BERHAD
8648,JASA KITA BERHAD
4383,JAYA TIASA HOLDINGS BHD
7152,JAYCORP BERHAD
58,JCBNEXT BERHAD
5161,JCY INTERNATIONAL BERHAD
5673,IPMUDA BERHAD
146,JF TECHNOLOGY BERHAD
127,JHM CONSOLIDATION BERHAD
8923,JIANKUN INTERNATIONAL BERHAD
6769,JKG LAND BERHAD
7096,GPA HOLDINGS BERHAD
3441,JOHAN HOLDINGS BERHAD
5192,K.SENG SENG CORPORATION BERHAD
8672,KAMDAR GROUP (M) BERHAD
5247,KAREX BERHAD
54,KARYON INDUSTRIES BERHAD
7216,KAWAN FOOD BERHAD
3476,KECK SENG (MALAYSIA) BERHAD
7199,KEIN HING INTERNATIONAL BERHAD
151,KELINGTON GROUP BERHAD
7323,KEN HOLDINGS BERHAD
6483,KENANGA INVESTMENT BANK BERHAD
7161,KERJAYA PROSPEK GROUP BERHAD
7077,GSB GROUP BERHAD
9334,KESM INDUSTRIES BERHAD
143,KEY ASIC BERHAD
6203,KHEE SAN BERHAD
7062,KHIND HOLDINGS BERHAD
6211,KIA LIM BERHAD
5371,KIM HIN INDUSTRY BERHAD
5027,KIM LOONG RESOURCES BERHAD
180,KIM TECK CHEONG CONSOLIDATED BERHAD
5171,KIMLUN CORPORATION BERHAD
193,KEJURUTERAAN ASASTERA BERHAD
5280,KIP REAL ESTATE INVESTMENT TRUST
9466,KKB ENGINEERING BERHAD
2453,KLUANG RUBBER COMPANY (MALAYA) BERHAD
7164,KNM GROUP BERHAD
5035,KNUSFORD BERHAD
6971,KOBAY TECHNOLOGY BERHAD
7017,KOMARKCORP BERHAD
7153,KOSSAN RUBBER INDUSTRIES BERHAD
2,KOTRA INDUSTRIES BERHAD
5878,KPJ HEALTHCARE BERHAD
9121,KPS CONSORTIUM BERHAD
1996,KRETAM HOLDINGS BERHAD
5038,KSL HOLDINGS BERHAD
2445,KUALA LUMPUR KEPONG BERHAD
6874,KUB MALAYSIA BERHAD
2186,KUCHAI DEVELOPMENT BERHAD
6491,KUMPULAN FIMA BERHAD
7033,KUMPULAN H & L HIGH-TECH BERHAD
9083,KUMPULAN JETSON BERHAD
5310,KUMPULAN KITACON BERHAD
5843,KUMPULAN PERANGSANG SELANGOR BERHAD
8362,KYM HOLDINGS BERHAD
7179,LAGENDA PROPERTIES BERHAD
3174,LAND & GENERAL BERHAD
1643,LANDMARKS BERHAD
9385,LAY HONG BERHAD
9326,LB ALUMINIUM BERHAD
8494,LBI CAPITAL BERHAD
5789,LBS BINA GROUP BERHAD
9881,LEADER STEEL HOLDINGS BERHAD
9628,LEBTECH BERHAD
8079,LEE SWEE KIAT GROUP BERHAD
5232,LEON FUAT BERHAD
6633,LEONG HUP INTERNATIONAL BERHAD
7170,LFE CORPORATION BERHAD
3573,LIEN HOE CORPORATION BERHAD
7089,LII HEN INDUSTRIES BHD.
6645,LINGKARAN TRANS KOTA HOLDINGS BERHAD
4235,LION INDUSTRIES CORPORATION BERHAD
8486,LION FOREST INDUSTRIES BERHAD
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD
8303,LOTUS KFM BERHAD
8621,LPI CAPITAL BHD
7085,LTKM BERHAD
5068,LUSTER INDUSTRIES BHD.
5143,LUXCHEM CORPORATION BERHAD
9199,LYSAGHT GALVANIZED STEEL BERHAD
7082,SYF RESOURCES BERHAD
1198,MAA GROUP BERHAD
7617,MAGNA PRIMA BERHAD
7087,MAGNI-TECH INDUSTRIES BERHAD
3859,MAGNUM BERHAD
8583,MAH SING GROUP BERHAD
8141,MAJUPERAK HOLDINGS BERHAD
5264,MALAKOFF CORPORATION BERHAD
1155,MALAYAN BANKING BERHAD
3794,MALAYAN CEMENT BERHAD
3662,MALAYAN FLOUR MILLS BERHAD
3891,MALAYAN UNITED INDUSTRIES BERHAD
5014,MALAYSIA AIRPORTS HOLDINGS BERHAD
1171,MALAYSIA BUILDING SOCIETY BERHAD
5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD
5916,MALAYSIA SMELTING CORPORATION BERHAD
5098,MALAYSIA STEEL WORKS (KL) BHD
5077,MALAYSIAN BULK CARRIERS BERHAD
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD
1651,MALAYSIAN RESOURCES CORPORATION BERHAD
4936,MALPAC HOLDINGS BERHAD
6181,MALTON BERHAD
1058,MANULIFE HOLDINGS BERHAD
3514,MARCO HOLDINGS BERHAD
5078,MARINE & GENERAL BERHAD
7029,MASTER-PACK GROUP BERHAD
5236,MATRIX CONCEPTS HOLDINGS BERHAD
4022,TADMAX RESOURCES BERHAD
6012,MAXIS BERHAD
7099,ATTA GLOBAL GROUP BERHAD
5983,MBM RESOURCES BHD
7004,MCE HOLDINGS BERHAD
5090,MEDIA CHINESE INTERNATIONAL LIMITED
4502,MEDIA PRIMA BERHAD
3069,MEGA FIRST CORPORATION BERHAD
5129,MELATI EHSAN HOLDINGS BERHAD
3778,MELEWAR INDUSTRIAL GROUP BERHAD
1694,MENANG CORPORATION (M) BERHAD
5223,MENTIGA CORPORATION BERHAD
8192,MERCURY INDUSTRIES BERHAD
5040,MERIDIAN BERHAD
7234,MESB BERHAD
5011,MESINIAGA BERHAD
2097,EASTLAND EQUITY BHD
6149,METROD HOLDINGS BERHAD
43,METRONIC GLOBAL BERHAD
7595,MGB BERHAD
5026,MHC PLANTATIONS BHD
5286,MI TECHNOVATION BERHAD
126,MICROLINK SOLUTIONS BERHAD
5001,MIECO CHIPBOARD BERHAD
7935,MILUX CORPORATION BERHAD
7219,MINETECH RESOURCES BERHAD
5576,MINHO (M) BERHAD
3816,MISC BERHAD
9571,MITRAJAYA HOLDINGS BERHAD
8893,MK LAND HOLDINGS BERHAD
6114,MKH BERHAD
113,MMS VENTURES BERHAD
6459,MNRB HOLDINGS BERHAD
229,MOBILIA HOLDINGS BERHAD
5237,MPHB Capital Berhad
7943,MPIRE GLOBAL BERHAD
5296,MR D.I.Y. GROUP (M) BERHAD
5202,MSM MALAYSIA HOLDINGS BERHAD
5316,MST GOLF GROUP BERHAD
5152,MUAR BAN LEE GROUP BERHAD
3883,MUDA HOLDINGS BERHAD
5085,MUDAJAYA GROUP BERHAD
5703,MUHIBBAH ENGINEERING (M) BHD
3913,MUI PROPERTIES BERHAD
3905,MULPHA INTERNATIONAL BERHAD
9539,MULTI-USAGE HOLDINGS BERHAD
138,MY E.G. SERVICES BERHAD
5087,MYCRON STEEL BERHAD
5275,MYNEWS HOLDINGS BERHAD
7692,WIDETECH (MALAYSIA) BERHAD
5073,NAIM HOLDINGS BERHAD
56,NCT ALLIANCE BERHAD
2038,NEGRI SEMBILAN OIL PALMS BERHAD
4707,NESTLE (MALAYSIA) BERHAD
7060,NEW HOONG FATT HOLDINGS BERHAD
7241,NEXTGREEN GLOBAL BERHAD
7215,NI HSIN RESOURCES BERHAD
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD
83,NOTION VTEC BERHAD
201,NOVA WELLNESS GROUP BERHAD
5047,NPC RESOURCES BERHAD
5066,NTPM HOLDINGS BERHAD
4944,NYLEX (MALAYSIA) BERHAD
5533,OCB BERHAD
49,OCEANCASH PACIFIC BERHAD
172,OCK GROUP BERHAD
7071,OCR GROUP BERHAD
7140,OKA CORPORATION BHD
3018,OLYMPIA INDUSTRIES BERHAD
5298,OM HOLDINGS LIMITED
9008,OMESTI BERHAD
5079,ONE GLOVE GROUP BERHAD
5260,ONLY WORLD GROUP HOLDINGS BERHAD
40,OPENSYS (M) BERHAD
222,OPTIMAX HOLDINGS BERHAD
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD
4006,ORIENTAL HOLDINGS BERHAD
5827,ORIENTAL INTEREST BERHAD
5065,ORNAPAPER BERHAD
5053,OSK HOLDINGS BERHAD
7225,P.A. RESOURCES BERHAD
7095,P.I.E. INDUSTRIAL BERHAD
6009,PACIFIC & ORIENT BERHAD
7052,PADINI HOLDINGS BERHAD
4081,PAN MALAYSIA CORPORATION BERHAD
1287,PAN MALAYSIA HOLDINGS BERHAD
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD
8419,PANSAR BERHAD
5125,PANTECH GROUP HOLDINGS BERHAD
5022,PAOS HOLDINGS BERHAD
3611,PARAGON GLOBE BERHAD
9407,PARAGON UNION BERHAD
1724,PARAMOUNT CORPORATION BERHAD
5657,PARKSON HOLDINGS BERHAD
2682,PARKWOOD HOLDINGS BERHAD
6912,PASDEC HOLDINGS BERHAD
5212,PAVILION REAL ESTATE INV TRUST
5041,PBA HOLDINGS BHD
6068,PCCS GROUP BERHAD
6254,PDZ HOLDINGS BHD
5271,PECCA GROUP BERHAD
4464,PEGASUS HEIGHTS BERHAD
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD
9997,PENSONIC HOLDINGS BERHAD
7160,PENTAMASTER CORPORATION BERHAD
8346,PERAK CORPORATION BERHAD
186,PERAK TRANSIT BERHAD
7108,PERDANA PETROLEUM BERHAD
7080,PERMAJU INDUSTRIES BERHAD
8532,PERTAMA DIGITAL BERHAD
8311,PESONA METRO HOLDINGS BERHAD
5219,PESTECH INTERNATIONAL BERHAD
5133,PETRA ENERGY BERHAD
3042,PETRON MALAYSIA REFINING & MARKETING BHD
5183,PETRONAS CHEMICALS GROUP BERHAD
5681,PETRONAS DAGANGAN BHD
6033,PETRONAS GAS BERHAD
8117,POLY GLASS FIBRE (M) BERHAD
7081,PHARMANIAGA BERHAD
5622,PIMPINAN EHSAN BERHAD
1902,PINEHILL PACIFIC BERHAD
9598,PINTARAS JAYA BHD
7163,PJBUMI BERHAD
7055,PLB ENGINEERING BERHAD
5075,PLENITUDE BERHAD
9695,PLS PLANTATIONS BERHAD
7172,PMB TECHNOLOGY BERHAD
6637,PNE PCB BERHAD
7088,POH HUAT RESOURCES HOLDINGS BERHAD
5080,POH KONG HOLDINGS BERHAD
4634,POS MALAYSIA BERHAD
7237,POWER ROOT BERHAD
4065,PPB GROUP BERHAD
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD
9873,PRESTAR RESOURCES BERHAD
7168,PRG HOLDINGS BERHAD
7123,PRICEWORTH INTERNATIONAL BERHAD
7201,PROGRESSIVE IMPACT CORPORATION BERHAD
8966,PROLEXUS BERHAD
91,PROPEL GLOBAL BERHAD
5070,PROTASCO BERHAD
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD
7010,PTT SYNERGY GROUP BERHAD
1295,PUBLIC BANK BERHAD
8273,PUBLIC PACKAGES HOLDINGS BHD
6807,PUNCAK NIAGA HOLDINGS BERHAD
7134,PWF CORPORATION BERHAD
196,QES GROUP BERHAD
7084,QL RESOURCES BERHAD
7544,QUALITY CONCRETE HOLDINGS BERHAD
5313,RADIUM DEVELOPMENT BERHAD
7498,RALCO CORPORATION BERHAD
5272,RANHILL HOLDINGS BERHAD
7765,RAPID SYNERGY BERHAD
9296,RCE CAPITAL BERHAD
5256,REACH ENERGY BERHAD
5270,RED SENA BERHAD
32,REDTONE INTERNATIONAL BERHAD
7130,RENEUCO BERHAD
219,RESERVOIR LINK ENERGY BHD
7232,RESINTECH BERHAD
200,REVENUE GROUP BERHAD
9946,REX INDUSTRY BERHAD
37,RGB INTERNATIONAL BHD
9954,RGT BERHAD
1066,RHB BANK BERHAD
5278,RHONE MA HOLDINGS BERHAD
7006,LATITUDE TREE HOLDINGS BERHAD
5113,RIMBUNAN SAWIT BERHAD
2542,RIVERVIEW RUBBER ESTATES BERHAD
9741,ROHAS TECNIC BERHAD
8745,S & F CAPITAL BERHAD
8567,SALCON BERHAD
183,SALUTICA BERHAD
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD
223,SAMAIDEN GROUP BERHAD
5147,SAMCHEM HOLDINGS BERHAD
5218,SAPURA ENERGY BERHAD
7811,SAPURA INDUSTRIAL BERHAD
4596,SAPURA RESOURCES BERHAD
5170,SARAWAK CABLE BERHAD
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD
5126,SARAWAK OIL PALMS BERHAD
5135,SARAWAK PLANTATION BERHAD
5252,SASBADI HOLDINGS BERHAD
5157,SAUDEE GROUP BERHAD
5207,SBC CORPORATION BERHAD
7239,SCANWOLF CORPORATION BERHAD
7247,SCGM BHD
99,SCICOM (MSC) BERHAD
4731,SCIENTEX BERHAD
8125,SCIENTEX PACKAGING (AYER KEROH) BERHAD
7045,SCOMI ENERGY SERVICES BHD
212,SDS GROUP BERHAD
7073,SEACERA GROUP BERHAD
4286,SEAL INCORPORATED BERHAD
5145,SEALINK INTERNATIONAL BERHAD
7053,SEE HUP CONSOLIDATED BERHAD
9792,SEG INTERNATIONAL BHD
2224,SELANGOR DREDGING BERHAD
5308,SENG FONG HOLDINGS BERHAD
5305,SENHENG NEW RETAIL BERHAD
9431,SENI JAYA CORPORATION BERHAD
5213,SENTORIA GROUP BERHAD
5123,SENTRAL REIT
5279,SERBA DINAMIK HOLDINGS BERHAD
5163,SEREMBAN ENGINEERING BERHAD
7180,SERN KOU RESOURCES BERHAD
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD
7412,SHH RESOURCES HOLDINGS BERHAD
5173,SHIN YANG GROUP BERHAD
6017,SHL CONSOLIDATED BHD
7246,SIGNATURE INTERNATIONAL BERHAD
4197,SIME DARBY BERHAD
5285,SIME DARBY PLANTATION BERHAD
5288,SIME DARBY PROPERTY BERHAD
4316,SIN HENG CHAN (MALAYA) BERHAD
5172,K-STAR SPORTS LIMITED
9776,SINMAH CAPITAL BERHAD
7115,SKB SHUTTERS CORPORATION BERHAD
7155,SKP RESOURCES BHD
5315,SKYWORLD DEVELOPMENT BERHAD
7248,SLP RESOURCES BERHAD
7132,SMIS CORPORATION BERHAD
215,SOLARVEST HOLDINGS BERHAD
5242,SOLID AUTOMOTIVE BERHAD
4375,SOUTH MALAYSIA INDUSTRIES BERHAD
5134,SOUTHERN ACIDS (M) BERHAD
225,SOUTHERN CABLE GROUP BERHAD
5665,SOUTHERN STEEL BERHAD
8664,S P SETIA BERHAD
